key,value
クリームリーズ,クリームチーズ
ｸﾘｰﾑﾁｰｽﾞ,クリームチーズ
Gluten,グルテン
グルテンフリーパンケーキ,グルテンフリーパンケーキミックス
クレージーソルト,クレイジーソルト
ｸﾞﾚｰﾌﾟｼｰﾄﾞｵｲﾙ,グレープシードオイル
グラウンドクローヴ,クローブ
グローブ,クローブ
クロッテッドクリーム,クロテッドクリーム
Cake,ケーキ
cake,ケーキ
ｹｰｷｼﾛｯﾌﾟ,ケーキシロップ
けし,ケシの実
ケチャプ,ケチャップ
ケッチャップ,ケチャップ
トマトケチャップ,ケチャップ
ｹﾁｬｯﾌﾟ,ケチャップ
ケイパー,ケッパー
カルディコーヒー,コーヒー
ネスレ,コーヒー
ゴーヤー,ゴーヤ
キャンベルコーンスープ,コーンスープ
コーンスタチ,コーンスターチ
ｺｰﾝｽﾀｰﾁ,コーンスターチ
Cocoa,ココア
バンホーテン,ココア
バンホーテンココア,ココア
ココパウダー,ココアパウダー
ピュアココア,ココアパウダー
ピュアココアパウダー,ココアパウダー
ココナッツシュレッド,ココナッツ
ココナッツチップス,ココナッツ
ココナッツファイン,ココナッツ
エキストラバージンココナッツオイル,ココナッツオイル
エキストラヴァージンココナッツオイル,ココナッツオイル
エクストラバージンココナッツオイル,ココナッツオイル
スキニーココナッツ,ココナッツオイル
バージンココナッツオイル,ココナッツオイル
ｺｺﾅｯﾂｵｲﾙ,ココナッツオイル
ココナッツミルクジャム,ココナッツミルク
ココナッツミルクドリンク,ココナッツミルク
ゴマ,ごま
胡麻,ごま
ゴマ油,ごま油
セサミンクッキングオイル,ごま油
胡麻油,ごま油
ごはん,ご飯
サイリウム,サイリウムハスク
チェリー,さくらんぼ
さつまいも,さつま芋
サツマイモ,さつま芋
薩摩芋,さつま芋
サラダオイル,サラダ油
ｻﾗﾀﾞｵｲﾙ,サラダ油
sour,サワー
サワー・クリーム,サワークリーム
seed,シード
ジェノベーゼペースト,ジェノベーゼソース
ｼﾅﾓﾝｼｭｶﾞｰ,シナモンシュガー
シメジ,しめじ
ノンメタポークジャーキー,ジャーキー
じゃがいも,じゃが芋
ジャガイモ,じゃが芋
男爵,じゃが芋
アヲハタ,ジャム
クレマン・フォジエ,ジャム
サンダルフォー,ジャム
スプレット・ジャム,ジャム
ソントン,ジャム
ｼﾞｬﾑ,ジャム
トロピカーナ,ジュース
トロピカーナオレンジジュース,ジュース
トロピカーナホームメイドスタイル,ジュース
ネクター,ジュース
シラス,しらす
Cereal,シリアル
オールブラン,シリアル
ケロッグオールブラン,シリアル
ｼﾛｯﾌﾟ,シロップ
スィートコーン,スイートコーン
スイカ,すいか
スープ煮,スープ
ｽｷﾑﾐﾙｸ,スキムミルク
ｽﾄﾛﾍﾞﾘｰｿｰｽ,ストロベリーソース
SPAM,スパム
スペルト,スペルト小麦
スーパーフードスムージーミックス,スムージー
スモーク・サーモン,スモークサーモン
セモリナ,セモリナ粉
セルフレージングフラワー,セルフライジングフラワー
SOYSH,ソイッシュ
ウィニー,ソーセージ
ウィンナ,ソーセージ
ウィンナー,ソーセージ
ウィンナーソーセージ,ソーセージ
ウイニー,ソーセージ
ウインナー,ソーセージ
ウインナーソーセージ,ソーセージ
シャウエッセン,ソーセージ
ボロニアソーセージ,ソーセージ
リサーラソーセージ,ソーセージ
ロングウインナー,ソーセージ
soda,ソーダ
タコ,たこ
だし,だし汁
ダシ,だし汁
出し汁,だし汁
出汁,だし汁
QBB,チーズ
カリフォルニアモントレージャックチーズ,チーズ
クワルク,チーズ
グラナパダーノ,チーズ
コルビージャックチーズ,チーズ
シュレッドチーズ,チーズ
スライスチェダーチーズ,チーズ
ソフトタイプカッテージ,チーズ
ミックスチーズ,チーズ
ｶｯﾃｰｼﾞﾁｰｽﾞ,チーズ
ﾁｰｽﾞ,チーズ
チェダー,チェダーチーズ
チェダースライス,チェダーチーズ
チェダースライスチーズ,チェダーチーズ
スペアミント・ディル・チャービル,チャービル
チョコスプレッド,チョコスプレット
GHIRARDELLI,チョコレート
NUTELLA,チョコレート
ギラデリ,チョコレート
クーベルチュールチョコ,チョコレート
チョコ,チョコレート
ハイカカオチョコレート,チョコレート
ハーシー,チョコレート
ハーシーズ,チョコレート
ビター,チョコレート
ビターチョコレート,チョコレート
ビーガンチョコレート,チョコレート
ロッテガーナミルクチョコ,チョコレート
ロッテガーナミルクチョコレート,チョコレート
ﾁｮｺﾚｰﾄﾂﾘｰ,チョコレート
ハーシーチョコシロップ,チョコレートシロップ
チョコチッブ,チョコレートチップ
トリプルチョコレートチップ,チョコレートチップ
ミニチョコレートチップ,チョコレートチップ
シラチャーソース,チリソース
ツナ缶,ツナ
ﾂﾅ,ツナ
オーガニックデーツ,デーツ
デコペン,デコペンチョコ
デコペンホワイト,デコペンチョコ
corn,とうもろこし
コーン,とうもろこし
トウモロコシ,とうもろこし
バサラコーン,とうもろこし
ｺｰﾝ,とうもろこし
ｶｯﾄﾄﾏﾄ,トマト
ナッツメグパウダー,ナツメグ
ナッツメッグパウダー,ナツメグ
ﾅﾂﾒｸﾞ,ナツメグ
ガーリック,にんにく
ニンニク,にんにく
糠,ぬか
パイン,パイナップル
ﾊﾞｼﾞﾙ,バジル
グラスフェッドバター,バター
バタ,バター
バーター,バター
パター,バター
ﾊﾞﾀｰ,バター
Buttermilk,バターミルク
ﾊﾞﾀｰﾐﾙｸﾊﾟｳﾀﾞｰ,バターミルクパウダー
八朔,はっさく
Banana,バナナ
トップバリュバナナ,バナナ
バナップル,バナナ
プランティン,バナナ
ﾊﾞﾅﾅ,バナナ
ハニーコムバター,ハニーコームバター
vanilla,バニラ
ヴァニラ,バニラ
バニラエキストラクト,バニラエッセンス
バニラエクストラ,バニラエッセンス
バニラエクストラクト,バニラエッセンス
バニラエッスンス,バニラエッセンス
バニラｴｯｾﾝｽ,バニラエッセンス
ﾊﾞﾆﾗｴｯｾﾝｽ,バニラエッセンス
ﾊﾞﾆﾗｵｲﾙ,バニラエッセンス
ﾊﾟﾌﾟﾘｶ,パプリカ
スライスハム,ハム
ハムスライス,ハム
ハムベーコン,ハム
ロースハム,ハム
ﾊﾑ,ハム
パルミジャーノ,パルミジャーノレッジャーノ
パルメザン,パルメザンチーズ
Pan,パン
Pasco,パン
ぱん,パン
トースト,パン
バゲット,パン
バターロールパン,パン
プレーンチーズスプレッド,パン
Pancake,パンケーキ
パンケーキチビ,パンケーキ
パンケーキパンケーキミックス,パンケーキ
ﾊﾟﾝｹｰｷ,パンケーキ
KRUSTEAZ,パンケーキミックス
Krusteaz,パンケーキミックス
ウルトラミックスパンケーキ,パンケーキミックス
ウルトラミックス・パンケーキミックス,パンケーキミックス
ウルトラミックス・ビターチョコパンケーキ,パンケーキミックス
クオカパンケーキミックス,パンケーキミックス
クラステーズ,パンケーキミックス
コストコバターパンケーキミックス,パンケーキミックス
コストコパンケーキミックス,パンケーキミックス
ハワイアンサンパンケーキ,パンケーキミックス
ハワイアンパンケーキミックス,パンケーキミックス
バターパンケーキミックス,パンケーキミックス
バターミルクパンケーキミックス,パンケーキミックス
パンケーキミクス,パンケーキミックス
パンケーキミックスス,パンケーキミックス
パンケーキミックスプレーン,パンケーキミックス
マルヴァディパンケーキミックス,パンケーキミックス
ｺｽｺﾄパンケーキﾐｯｸｽ,パンケーキミックス
ｺｽﾄｺパンケーキミックス,パンケーキミックス
ﾊﾟﾝｹｰｷﾐｯｸｽ,パンケーキミックス
パンケーキミックスビターチョコ,パンケーキミックスチョコ
ピーカン,ピーカンナッツ
黒ビール,ビール
ピュレ,ピューレ
ピュレー,ピューレ
コストコブラウニーミックス,ブラウニーミックス
ドールフルーツボトル・トロピカルフルーツ,フルーツ
サンライズ・ワイルドブルーベリー,ブルーベリー
プルーンピュレ,プルーンピューレ
MYPROTEIN,プロテイン
Myprotein,プロテイン
アルプロン,プロテイン
バニラプロテインパウダー,プロテイン
ホエイプロテイン,プロテイン
ベイキング・パウダー,ベイキングパウダー
ベキーングパウダー,ベイキングパウダー
Pastry,ペイストリー
BS,ベーキングソーダ
ベーキングソーダー,ベーキングソーダ
ベーキング・ソーダ,ベーキングソーダ
ＢＳ,ベーキングソーダ
BP,ベーキングパウダー
アルミニウムフリーベーキングパウダー,ベーキングパウダー
アルミフリーベーキングパウダー,ベーキングパウダー
バーキングパウダー,ベーキングパウダー
ベーキング,ベーキングパウダー
ベーキングバウダー,ベーキングパウダー
ベーキングパウター,ベーキングパウダー
ベーキングパウダ,ベーキングパウダー
ベーキングパウダーアルミフリー,ベーキングパウダー
ベーキングベーキングパウダー,ベーキングパウダー
ベーキング・パウダー,ベーキングパウダー
ベーキンソーダ,ベーキングパウダー
ベーキンパウダー,ベーキングパウダー
ベーキンングパウダー,ベーキングパウダー
ペーキングパウダー,ベーキングパウダー
ーキングパウダー,ベーキングパウダー
ＢＰ,ベーキングパウダー
ローソンセレクトハーフベーコン,ベーコン
ベビーダノン,ベビーダノンヨーグルト
BF,ベビーフード
ヘンプパウダー,ヘンプシードパウダー
ほうれんそう,ほうれん草
ホウレン草,ほうれん草
WHEY,ホエイ
ホエー,ホエイ
HCM,ホットケーキミックス
HKM,ホットケーキミックス
HM,ホットケーキミックス
ホットケキミックス,ホットケーキミックス
ホットメーキミックス,ホットケーキミックス
ポットケーキミックス,ホットケーキミックス
ＨM,ホットケーキミックス
ﾎｯﾄｹｰｷﾐｯｸｽ,ホットケーキミックス
レイズポテトチップ,ポテトチップス
マガリン,マーガリン
マーガリンセリエ,マーガリン
ラーマ,マーガリン
ﾏｰｶﾞﾘﾝ,マーガリン
マカダミアンナッツ,マカダミアナッツ
マカデミアナッツ,マカダミアナッツ
ローストマカダミアナッツ,マカダミアナッツ
マスカルポーネチーズ,マスカルポーネ
ﾏｽｶﾙﾎﾟｰﾈﾁｰｽﾞ,マスカルポーネ
デジョンマスタード,マスタード
コストコクリーミーマッシュ,マッシュポテト
マッシュ,マッシュポテト
ﾏｯｼｭﾎﾟﾃﾄ,マッシュポテト
Mayonnaise,マヨネーズ
ﾏﾖﾈｰｽﾞ,マヨネーズ
マリームハーフスティック,マリーム
きよみ,みかん
ミカン,みかん
ミューズリ,ミューズリー
味醂,みりん
ピュアメープルシロップ,メープルシロップ
メイプル,メープルシロップ
メイプルシロップ,メープルシロップ
メイプルジャム,メープルシロップ
メーブルシロップ,メープルシロップ
メープル,メープルシロップ
メープルシロプ,メープルシロップ
メープルソース,メープルシロップ
ﾒｰﾌﾟﾙｼﾛｯﾌﾟ,メープルシロップ
モッツァレッラチーズ,モッツァレラチーズ
モッツァレラ,モッツァレラチーズ
モッツアレラチーズ,モッツァレラチーズ
yoghurt,ヨーグルト
オイコス,ヨーグルト
オイコスプレーン,ヨーグルト
オイコス・ヨーグルト,ヨーグルト
グリークヨーグルト,ヨーグルト
ソフール,ヨーグルト
ダノン,ヨーグルト
ダノンビオ,ヨーグルト
ダノンビオイチゴ,ヨーグルト
ダノンビオプルーン,ヨーグルト
ダノンビオヨーグルト,ヨーグルト
ダノンヨーグルト,ヨーグルト
トップバリュプレーンヨーグルト,ヨーグルト
プレーンヨーグルト,ヨーグルト
プレーン・ヨーグルト,ヨーグルト
ヨグルト,ヨーグルト
ヨーグルトプレーン,ヨーグルト
ﾀﾞﾉﾝ,ヨーグルト
ﾀﾞﾉﾝﾋﾞｵ,ヨーグルト
ﾖｰｸﾞﾙﾄ,ヨーグルト
ﾗｽﾞﾍﾞﾘｰ,ラズベリー
ラタトゥイユ,ラタトゥーユ
ラタトゥユ,ラタトゥーユ
ﾗﾑﾚｰｽﾞﾝ,ラムレーズン
リコッタ,リコッタチーズ
リコッタチーズレシピ,リコッタチーズ
アップル,りんご
ゴールデンデリシャス,りんご
リンゴ,りんご
林檎,りんご
紅玉,りんご
サルタナスレーズン,レーズン
ﾚﾀｽ,レタス
ﾚﾓﾝ,レモン
スプラッシュレモンパウダー,レモンパウダー
ポッカ,レモン果汁
ポッカレモン,レモン果汁
蓮根,れんこん
Flax,亜麻
flax,亜麻
あま,亜麻
あわ,粟
あんず,杏
いも,芋
いわし,鰯
salt,塩
あら塩,塩
アルペンザルツハーブ,塩
カナディアンシーソルト,塩
ゲランド,塩
ピンクソルト,塩
天日塩,塩
岩塩,塩
焼塩,塩
粗塩,塩
食塩,塩
くだもの,果物
ナス,茄子
のり,海苔
えび,海老
エビ,海老
小エビ,海老
カニ,蟹
熟柿,柿
カツオ,鰹
MILK,牛乳
milk,牛乳
ぎうにう,牛乳
パスチャライズド,牛乳
乳,牛乳
さかな,魚
アオハタ,魚
フイッシュソーセージ,魚肉ソーセージ
リスドォル,強力粉
リスドオル,強力粉
強力,強力粉
たまねぎ,玉葱
オニオン,玉葱
タマネギ,玉葱
玉ねぎ,玉葱
そら豆,空豆
マロン,栗
鳥,鶏
きぬ,絹ごし豆腐
くるみ,胡桃
クルミ,胡桃
こしょう,胡椒
コショウ,胡椒
コショー,胡椒
ピンクペッパー,胡椒
ペッパー,胡椒
紅しょうが,紅生姜
LIPTON,紅茶
アールグレイティーパック,紅茶
ベリーフルーツティー,紅茶
リプトン,紅茶
こうや,高野豆腐
黒砂糖,黒糖
Zucker,砂糖
sugar,砂糖
さとう,砂糖
オーガニックシュガー,砂糖
カスターシュガー,砂糖
カソナード,砂糖
ケーンシュガー,砂糖
シャリッ,砂糖
ボックスシュガーミニ,砂糖
氷砂糖,砂糖
粗糖,砂糖
精糖,砂糖
赤砂糖,砂糖
なたね油,菜種油
桜えび,桜海老
たね,種
しるこ,汁粉
重層,重曹
あずき,小豆
wheat,小麦
Flour,小麦粉
Mehl,小麦粉
Wheat,小麦粉
flour,小麦粉
カプート,小麦粉
クラッシカ,小麦粉
パネトーネマザー,小麦粉
焼きいも,焼き芋
焼き肉,焼肉
しょうゆ,醤油
しょう油,醤油
キッコーマン,醤油
Splenda,人工甘味料
エリスリトール,人工甘味料
シュガーカットゼロ,人工甘味料
ステビア,人工甘味料
スリムアップシュガー,人工甘味料
ノンカロシュガー,人工甘味料
パルスィート,人工甘味料
パルスイート,人工甘味料
パルスイートゼロスティック,人工甘味料
ラカンカット,人工甘味料
ラカント,人工甘味料
ラカント・エリスリム,人工甘味料
ｴﾘｽﾘﾄｰﾙ,人工甘味料
ﾊﾟﾙｽｲｰﾄ,人工甘味料
にんじん,人参
キャロットラペ,人参
ニンジン,人参
water,水
きじ,生地
おろしショウガ,生姜
しょうが,生姜
ょうがのすりおろし,生姜
アオノリ,青海苔
青のり,青海苔
レッドカーレント,赤スグリ
soy,大豆
ダイス,大豆
Sparkling,炭酸水
しいたけ,椎茸
シイタケ,椎茸
もも,桃
ネクタリンピーチ,桃
ピーチ,桃
モモ,桃
白桃,桃
モラセス,糖蜜
木綿,豆腐
絹,豆腐
絹ごし,豆腐
ノンメタポーク,豚肉
かぼちゃ,南瓜
パンプキン,南瓜
肉類,肉
ねぎ,葱
ネギ,葱
長ネギ,葱
青ネギ,葱
白あん,白餡
スターアニス,八角
ぶどう,葡萄
グレープ,葡萄
チルミル,粉ミルク
Rice,米
こめ,米
白米,米
リファリーヌ,米粉
リ・ファリーヌ,米粉
かたくり粉,片栗粉
片栗,片栗粉
はちみつ,蜂蜜
ハチミツ,蜂蜜
ハニー,蜂蜜
ハニーシロップ,蜂蜜
ﾊﾁﾐﾂ,蜂蜜
AGF,味の素
AJINOMOTO,味の素
ＡＧＦ,味の素
みそ,味噌
マルコメ,味噌
白味噌,味噌
いちじく,無花果
イチジク,無花果
イチヂク,無花果
めん,麺
素麺,麺
もち,餅
切り餅,餅
切餅,餅
ベジタブル,野菜
ミックスベジ,野菜
ｻﾗﾀﾞｸﾗﾌﾞ,野菜
ﾐｯｸｽﾍﾞｼﾞﾀﾌﾞﾙ,野菜
Oil,油
oil,油
オイル,油
カノーラオイル,油
キャノーラ,油
キャノーラオイル,油
チボッタ,油
Eggs,卵
Eier,卵
eggs,卵
タマゴ,卵
鶏卵,卵
黄身,卵黄
タイモ,里芋
タロ芋,里芋
mogcook,離乳食
germ,胚芽
いちご,苺
イチゴ,苺
ストロベリー,苺
ｽﾄﾛﾍﾞﾘｰ,苺
あんこ,餡子
小倉,餡子
小倉餡,餡子
漉し餡,餡子
麸,麩
